agent,distinct_IP
Opera/9.80 (Android; Opera Mini/12.0.1987/191.242; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/19.0.2254/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/20.0.2254/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/28.0.2254/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/28.0.2254/191.242; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/32.0.2254/191.242; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/39.1.2254/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/50.0.2254/191.218; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/56.0.2254/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/6.5.27431/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.0.31782/191.242; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.5.32195/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.5.33135/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.5.33325/191.239; U; ms) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.5.33942/191.242; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.5.35271/191.242; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.5.35602/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.5.35613/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.5.35702/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.5.35702/191.242; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.6.35766/191.242; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.6.35843/191.242; U; id) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.6.40125/191.242; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.6.40234/191.242; U; ar) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.6.40234/191.242; U; id) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/7.6.40251/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Android; Opera Mini/8.0.1807/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.17605/191.242; U; id) Presto/2.12.423 Version/12.16,1
Opera/9.80 (Macintosh; Intel Mac OS X 10.6.8; U; fr) Presto/2.9.168 Version/11.52,1
Opera/9.80 (MAUI Runtime; Opera Mini/4.4.32206/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (MAUI Runtime; Opera Mini/4.4.33576/191.239; U; fr) Presto/2.12.423 Version/12.16,1
Opera/9.80 (MAUI Runtime; Opera Mini/4.4.39001/191.239; U; id) Presto/2.12.423 Version/12.16,1
Opera/9.80 (SpreadTrum; Opera Mini/4.4.31492/191.239; U; en) Presto/2.12.423 Version/12.16,1
Opera/9.80 (SpreadTrum; Opera Mini/4.4.33961/191.239; U; fr) Presto/2.12.423 Version/12.16,1
Opera/9.80 (SpreadTrum; Opera Mini/4.4.33961/191.242; U; fr) Presto/2.12.423 Version/12.16,1
Opera/9.80 (SpreadTrum; Opera Mini/4.4.34868/191.242; U; bn) Presto/2.12.423 Version/12.16,1
Opera/9.80 (X11; Linux i686; U; ru) Presto/2.8.131 Version/11.11,1
Opera%20Touch/53 CFNetwork/1107.1 Darwin/19.0.0,1
PersonalDebugModeUA,1
PHP-Curl-Class/8.0.1 (+https://github.com/php-curl-class/php-curl-class) PHP/7.4.6 curl/7.61.1,1
PlaySDK/6.9.10.2 (Linux;Android 11) ExoPlayerLib/2.8.2,1
Podcasts/1300.200.8 CFNetwork/974.2.1 Darwin/18.0.0,1
Podcasts/1440.4 CFNetwork/1125.2 Darwin/19.6.0,1
python-requests/2.22.0,1
python-requests/2.26.0,1
Python-urllib/3.6,1
QQBrowserLite/5387 CFNetwork/1240.0.4 Darwin/20.5.0,1
RSS%20Reader/1 CFNetwork/1240.0.4 Darwin/20.6.0,1
RubyBrowser/46.3.26 (iPad; iOS 12.5.4; Scale/2.00),1
RubyBrowser/46.3.26 (iPad; iOS 15.0; Scale/2.00),1
Safari/12607.3.10 CFNetwork/811.11 Darwin/16.7.0 (x86_64),1
Safari/13609.3.5.1.5 CFNetwork/902.6 Darwin/17.7.0 (x86_64),1
Safari/14607.3.9 CFNetwork/978.0.7 Darwin/18.7.0 (x86_64),1
Safari/14610.4.3.1.7 CFNetwork/978.5 Darwin/18.7.0 (x86_64),1
Safari/14611.3.10.1.5 CFNetwork/978.6 Darwin/18.7.0 (x86_64),1
Safari/15610.1.28.1.9 CFNetwork/1128.0.1 Darwin/19.6.0 (x86_64),1
Safari/15610.4.3.1.6 CFNetwork/1128.0.2 Darwin/19.6.0 (x86_64),1
Safari/15610.4.3.1.7 CFNetwork/1128.1 Darwin/19.6.0 (x86_64),1
Safari/15611.2.7.1.6 CFNetwork/1128.0.1 Darwin/19.6.0 (x86_64),1
Safari/15611.3.10.1.5 CFNetwork/1128.0.1 Darwin/19.6.0 (x86_64),1
Safari/16610.2.11.51.8 CFNetwork/1207.2 Darwin/20.1.0,1
Safari/16611.1.21.161.3 CFNetwork/1237 Darwin/20.4.0,1
Safari/16611.1.21.161.6 CFNetwork/1237 Darwin/20.4.0,1
Safari/17612.1.24.1.4 CFNetwork/1306 Darwin/21.0.0,1
Safari/17612.1.28.5 CFNetwork/1322 Darwin/21.1.0,1
Safari/537.36,1
Scrapy/1.5.1 (+https://scrapy.org),1
Screaming Frog SEO Spider/15.2,1
SEBot-WA,1
.,1
' dtfy=3mkfkjisc8><dtfy>3mkfkjisc8,1
' dtfy=s507t9lcf7><dtfy>s507t9lcf7,1
' dtfy=t32gqtfvi4><dtfy>t32gqtfvi4,1
() { :;}; echo; /usr/bin/id,1
(Windows NT 10.0; Win64; x64) PotPlayer/21.1.27,1
%E2%80%8FSafari/14607.3.9 CFNetwork/978.0.7 Darwin/18.7.0 (x86_64),1
%E6%92%AD%E5%AE%A2/1530.3 CFNetwork/1209 Darwin/20.2.0,1
%ED%8C%9F%EC%BA%90%EC%8A%A4%ED%8A%B8/1575.4.2 CFNetwork/1240.0.4 Darwin/20.6.0,1
"51.0.2704.106 (Windows NT 6.2 ) AppleWebKit/534.6 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/534.8",1
AccompanyBot,1
Adobe Flash Player 32,1
Aloha/6 CFNetwork/1240.0.4 Darwin/20.6.0,1
AlohaBrowser/3.2.3 (iPhone; iOS 14.7.1; Scale/3.00),1
AndroidDownloadManager/10 (Linux; U; Android 10; MED-LX9 Build/HUAWEIMED-LX9),1
AndroidDownloadManager/10 (Linux; U; Android 10; Redmi Note 7 Pro Build/QKQ1.190915.002),1
AndroidDownloadManager/10 (Linux; U; Android 10; RMX2185 Build/QP1A.190711.020),1
AndroidDownloadManager/10 (Linux; U; Android 10; SM-A022F Build/QP1A.190711.020),1
AndroidDownloadManager/10 (Linux; U; Android 10; SM-A515F Build/QP1A.190711.020),1
AndroidDownloadManager/10 (Linux; U; Android 10; SM-M022G Build/QP1A.190711.020),1
AndroidDownloadManager/10 (Linux; U; Android 10; TAS-AN00 Build/HUAWEITAS-AN00),1
AndroidDownloadManager/11 (Linux; U; Android 11; HD1907 Build/RKQ1.201022.002),1
AndroidDownloadManager/11 (Linux; U; Android 11; M2101K7BI Build/RP1A.200720.011),1
AndroidDownloadManager/11 (Linux; U; Android 11; Redmi K20 Pro Build/RKQ1.200826.002),1
AndroidDownloadManager/11 (Linux; U; Android 11; RMX2001 Build/RP1A.200720.011),1
AndroidDownloadManager/11 (Linux; U; Android 11; RMX2170 Build/RKQ1.200903.002),1
AndroidDownloadManager/11 (Linux; U; Android 11; SM-A217F Build/RP1A.200720.012),1
AndroidDownloadManager/11 (Linux; U; Android 11; SM-A315F Build/RP1A.200720.012),1
AndroidDownloadManager/11 (Linux; U; Android 11; TECNO LC7 Build/RP1A.200720.011),1
AndroidDownloadManager/11 (Linux; U; Android 11; vivo 1907_19 Build/RP1A.200720.012),1
AndroidDownloadManager/5.1.1 (Linux; U; Android 5.1.1; A37fw Build/LMY47V),1
AndroidDownloadManager/7.0 (Linux; U; Android 7.0; Redmi Note 4 Build/NRD90M),1
AndroidDownloadManager/8.1.0 (Linux; U; Android 8.1.0; CPH1909 Build/O11019),1
AndroidDownloadManager/8.1.0 (Linux; U; Android 8.1.0; SM-T580 Build/M1AJQ),1
AndroidDownloadManager/8.1.0 (Linux; U; Android 8.1.0; vivo 1802 Build/O11019),1
AndroidDownloadManager/9 (Linux; U; Android 9; Redmi Note 5 Pro Build/PKQ1.180904.001),1
AndroidDownloadManager/9 (Linux; U; Android 9; Redmi Y2 Build/PKQ1.181203.001),1
Apache-HttpClient/4.5.12 (Java/15-ea),1
AppleCoreMedia/1.0.0.15G77 (iPhone; U; CPU OS 11_4_1 like Mac OS X; en_us),1
AppleCoreMedia/1.0.0.18D70 (iPad; U; CPU OS 14_4_2 like Mac OS X; en_us),1
AppleCoreMedia/1.0.0.18F72 (iPad; U; CPU OS 14_6 like Mac OS X; en_us),1
AppleCoreMedia/1.0.0.19A5325f (iPad; U; CPU OS 15_0 like Mac OS X; en_us),1
AppleNews/2166 Version/4.4,1
"ArchiveTeam ArchiveBot/20200413.2e71c9a (wpull 2.0.3) and not Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",1
"ArchiveTeam ArchiveBot/20210517.c1020e5 (wpull 2.0.3) and not Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36",1
"atc/1.0 watchOS/7.5 model/Watch3,4 hwp/t8004 build/18T567 (6; dt:156)",1
BaiduSpider,1
Balados/1440.4 CFNetwork/1128.0.1 Darwin/19.6.0,1
be aware this a vulnerable scanner from me if you see this maybe your host was vuln or hacked !!! if this UA help you buy me a coffe with btc to bc1qxfxmv06dwse3u5k5ugmg3ljh6246880x60ftlq,1
Bear/8798 CFNetwork/1240.0.4 Darwin/20.6.0,1
CastBox/6.7.2-201027074.r7542925,1
CastBox/6.9.0-210311053.ra761862,1
"Codemantra Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",1
com.apple.Safari.SearchHelper/13605.3.8 CFNetwork/902.1 Darwin/17.7.0 (x86_64),1
com.apple.Safari.SearchHelper/14611.3.10.1.5 CFNetwork/978.6 Darwin/18.7.0 (x86_64),1
com.apple.Safari.SearchHelper/15610.3.7.1.10 CFNetwork/1128.0.1 Darwin/19.6.0 (x86_64),1
com.apple.Safari.SearchHelper/16610.4.3.1.7 CFNetwork/1220.1 Darwin/20.3.0,1
com.google.android.apps.searchlite/173804 (Linux; U; Android 10; en_IN; Nokia 2.1; Build/QKQ1.190828.002; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/173804 (Linux; U; Android 10; en_US; TECNO RC6; Build/QP1A.190711.020; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/262746 (Linux; U; Android 8.1.0; en_US; TECNO B1p; Build/O11019; Cronet/85.0.4183.127),1
com.google.android.apps.searchlite/477121 (Linux; U; Android 10; en_PK; TECNO KD6; Build/QP1A.190711.020; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/477226 (Linux; U; Android 6.0.1; en_GB; SM-G532F; Build/MMB29T; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/484573 (Linux; U; Android 10; en_GB; SM-A013G; Build/QP1A.190711.020; Cronet/91.0.4472.101),1
com.google.android.apps.searchlite/495697 (Linux; U; Android 8.1.0; en_US; TECNO BA2; Build/O11019; Cronet/91.0.4472.101),1
com.google.android.apps.searchlite/495697 (Linux; U; Android 8.1.0; en_US; TECNO BA2; Build/O11019; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/499585 (Linux; U; Android 10; en_PK; Infinix X657B; Build/QP1A.190711.020; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/499585 (Linux; U; Android 8.1.0; en_US; TECNO F1; Build/O11019; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/499585 (Linux; U; Android 8.1.0; en_US; TECNO KA7; Build/O11019; Cronet/91.0.4472.101),1
com.google.android.apps.searchlite/499585 (Linux; U; Android 8.1.0; en_ZA; CAG-L02; Build/HUAWEICAG-L02; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/499585 (Linux; U; Android 9; en_PK; LT950; Build/PPR1.181008.011; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/508817 (Linux; U; Android 10; en_IN; M2004J19PI; Build/QP1A.190711.020; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/514001 (Linux; U; Android 10; en_PK; Infinix X690; Build/QP1A.190711.020; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/514003 (Linux; U; Android 8.1.0; en_ZA; SM-A260F; Build/OPR6; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/521131 (Linux; U; Android 10; en_US; TECNO BC2; Build/QP1A.190711.020; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/521131 (Linux; U; Android 8.1.0; en_ZA; BLINK; Build/OPM2.171019.012; Cronet/91.0.4472.164),1
com.google.android.apps.searchlite/57825 (Linux; U; Android 8.1.0; en_US; TECNO F1; Build/O11019; Cronet/91.0.4472.101),1
com.google.android.apps.searchlite/63665 (Linux; U; Android 8.1.0; en_US; itel W6001; Build/OPM2.171019.012; Cronet/91.0.4472.164),1
com.google.android.apps.searchlite/63665 (Linux; U; Android 8.1.0; en_US; TECNO BB2; Build/O11019; Cronet/91.0.4472.101),1
com.google.android.apps.searchlite/63665 (Linux; U; Android 8.1.0; en_US; TECNO F1; Build/O11019; Cronet/91.0.4472.114),1
com.google.android.apps.searchlite/63665 (Linux; U; Android 8.1.0; en_US; TECNO KA7; Build/O11019; Cronet/91.0.4472.164),1
com.google.Drive.ShareExtension/4.2021.28202 iPhone/14.7.1 hw/iPhone12_8,1
com.google.Drive.ShareExtension/4.2021.32202 iPad/14.7.1 hw/iPad13_1,1
com.google.GoogleMobile/173.0 iPhone/14.7.1 hw/iPhone10_4,1
com.tinyspeck.chatlyio/21.06.20 (iPhone; iOS 14.6; Scale/3.00),1
Crawl,1
curl/7.64.0,1
Dalvik/1.6.0 (Linux; U; Android 4.1.2; GT-P3100 Build/JZO54K),1
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SM-J100H Build/KTU84P),1
Dalvik/2.1.0 (Linux; U; Android 10; ART-L29 Build/HUAWEIART-L29),1
Dalvik/2.1.0 (Linux; U; Android 10; BKL-L09 Build/HUAWEIBKL-L09S),1
Dalvik/2.1.0 (Linux; U; Android 10; CLT-L29 Build/HUAWEICLT-L29),1
Dalvik/2.1.0 (Linux; U; Android 10; CPH1933 Build/QKQ1.200209.002),1
Dalvik/2.1.0 (Linux; U; Android 10; CPH1937 Build/QKQ1.200209.002),1
Dalvik/2.1.0 (Linux; U; Android 10; CPH2095 Build/QKQ1.200614.002),1
Dalvik/2.1.0 (Linux; U; Android 10; CPH2127 Build/QKQ1.200614.002),1
Dalvik/2.1.0 (Linux; U; Android 10; CPH2139 Build/QKQ1.200614.002),1
Dalvik/2.1.0 (Linux; U; Android 10; CPH2185 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; F-04K Build/V70R062A),1
Dalvik/2.1.0 (Linux; U; Android 10; FRL-L22 Build/HUAWEIFRL-L22),1
Dalvik/2.1.0 (Linux; U; Android 10; HRY-LX1MEB Build/HONORHRY-LX1MEB),1
Dalvik/2.1.0 (Linux; U; Android 10; Infinix X655F Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; Infinix X656 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; Infinix X680 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; Infinix X688B Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; Infinix X692 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; KOB2-L09 Build/HUAWEIKOB2-L09),1
Dalvik/2.1.0 (Linux; U; Android 10; Lenovo TB-X505X Build/QKQ1.191224.003),1
Dalvik/2.1.0 (Linux; U; Android 10; LM-V500N Build/QKQ1.191021.002),1
Dalvik/2.1.0 (Linux; U; Android 10; M2003J15SC MIUI/V12.0.8.0.QJOMIXM),1
Dalvik/2.1.0 (Linux; U; Android 10; M2004J19C MIUI/V12.0.2.0.QJCINXM),1
Dalvik/2.1.0 (Linux; U; Android 10; M2004J19C MIUI/V12.0.3.0.QJCINXM),1
Dalvik/2.1.0 (Linux; U; Android 10; M2004J19C MIUI/V12.0.4.0.QJCMIXM),1
Dalvik/2.1.0 (Linux; U; Android 10; M2004J19PI MIUI/V12.0.1.0.QJRINXM),1
Dalvik/2.1.0 (Linux; U; Android 10; M2006C3LG MIUI/V12.0.1.0.QCDMIXM),1
Dalvik/2.1.0 (Linux; U; Android 10; M2006C3LG MIUI/V12.0.15.0.QCDMIXM),1
Dalvik/2.1.0 (Linux; U; Android 10; M2006C3MI MIUI/V12.0.12.0.QCRINXM),1
Dalvik/2.1.0 (Linux; U; Android 10; M2010J19SG MIUI/V12.0.8.0.QJQMIXM),1
Dalvik/2.1.0 (Linux; U; Android 10; MAR-LX1M Build/HUAWEIMAR-L01MEA),1
Dalvik/2.1.0 (Linux; U; Android 10; MAR-LX3A Build/HUAWEIMAR-L03A),1
Dalvik/2.1.0 (Linux; U; Android 10; MI 8 Lite MIUI/V12.0.3.0.QDTMIXM),1
Dalvik/2.1.0 (Linux; U; Android 10; MI 8 MIUI/V12.0.1.0.QEAMIXM),1
Dalvik/2.1.0 (Linux; U; Android 10; MI 9 MIUI/V12.0.5.0.QFAEUXM),1
Dalvik/2.1.0 (Linux; U; Android 10; Mi A2 Build/QKQ1.190910.002),1
Dalvik/2.1.0 (Linux; U; Android 10; Micromax E6523 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; moto e(7) plus Build/QPZS30.30-Q3-38-69-2),1
Dalvik/2.1.0 (Linux; U; Android 10; moto g play (2021) Build/QZAS30.Q4-39-35-9),1
Dalvik/2.1.0 (Linux; U; Android 10; moto g(8) power lite Build/QODS30.163-7-17),1
Dalvik/2.1.0 (Linux; U; Android 10; moto z4 Build/QDFS30.130-42-5-10-14),1
Dalvik/2.1.0 (Linux; U; Android 10; motorola one power Build/QPTS30.61-18-16-14),1
Dalvik/2.1.0 (Linux; U; Android 10; Nokia 5.1 Plus Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; ONEPLUS A5000 Build/QKQ1.191014.012),1
Dalvik/2.1.0 (Linux; U; Android 10; ONEPLUS A6000 Build/QKQ1.190716.003),1
Dalvik/2.1.0 (Linux; U; Android 10; ONEPLUS A6003 Build/QKQ1.190716.003),1
Dalvik/2.1.0 (Linux; U; Android 10; ONEPLUS A6013 Build/QKQ1.190716.003),1
Dalvik/2.1.0 (Linux; U; Android 10; Pixel 3a XL Build/QQ2A.200305.002),1
Dalvik/2.1.0 (Linux; U; Android 10; Pixel 4a Build/QD4A.200805.003),1
Dalvik/2.1.0 (Linux; U; Android 10; POCO M2 Pro MIUI/V12.0.3.0.QJPINXM),1
Dalvik/2.1.0 (Linux; U; Android 10; POT-LX1 Build/HUAWEIPOT-L21),1
Dalvik/2.1.0 (Linux; U; Android 10; Redmi 7 MIUI/V11.0.2.0.QFLMIXM),1
Dalvik/2.1.0 (Linux; U; Android 10; Redmi 7A MIUI/V12.0.2.0.QCMEUXM),1
Dalvik/2.1.0 (Linux; U; Android 10; Redmi 8 MIUI/V12.0.3.0.QCNINXM),1
Dalvik/2.1.0 (Linux; U; Android 10; Redmi 8A Dual MIUI/V12.0.4.0.QCQINXM),1
Dalvik/2.1.0 (Linux; U; Android 10; Redmi 8A MIUI/V12.0.3.0.QCPINXM),1
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K20 Pro MIUI/V12.0.6.0.QFKINXM),1
Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 7 MIUI/V12.0.1.0.QFGMIXM),1
Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 7 MIUI/V12.0.3.0.QFGEUXM),1
Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 7 MIUI/V12.5.1.0.QFGMIXM),1
Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 9 Pro Max MIUI/V12.0.1.0.QJXINXM),1
Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 9 Pro MIUI/V11.0.4.0.QJZMIXM),1
Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 9 Pro MIUI/V12.0.1.0.QJWINXM),1
Dalvik/2.1.0 (Linux; U; Android 10; RMX1827 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; RMX1921 Build/QKQ1.190918.001),1
Dalvik/2.1.0 (Linux; U; Android 10; RMX1925 Build/QKQ1.200209.002),1
Dalvik/2.1.0 (Linux; U; Android 10; RMX1971 Build/QKQ1.190918.001),1
Dalvik/2.1.0 (Linux; U; Android 10; RMX2001 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; RMX2050 Build/QKQ1.200209.002),1
Dalvik/2.1.0 (Linux; U; Android 10; RMX2151 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; RMX2180 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SHARK KLE-H0 MIUI/V11.0.4.0.JOYUI),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-A107M Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-A125F Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-A207F Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-A305F Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-A307FN Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-A600T1 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-A707F Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-G887N Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-G965U Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-G985F Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-G986N Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-J600F Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-J720F Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-J810G Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-M013F Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-M107F Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-M515F Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; SM-T970 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; STK-L21 Build/HUAWEISTK-L21),1
Dalvik/2.1.0 (Linux; U; Android 10; TECNO BC2c Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; TECNO KC8 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; TECNO KD7 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; TECNO LC8 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; vivo 1804 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; vivo 1907 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; vivo 1929 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; vivo 1938 Build/QP1A.190711.020),1
Dalvik/2.1.0 (Linux; U; Android 10; VOG-L04 Build/HUAWEIVOG-L04),1
Dalvik/2.1.0 (Linux; U; Android 11; ASUS_I01WD Build/RKQ1.200710.002),1
Dalvik/2.1.0 (Linux; U; Android 11; CPH2119 Build/RP1A.200720.011),1
Dalvik/2.1.0 (Linux; U; Android 11; CPH2219 Build/RKQ1.201217.002),1
Dalvik/2.1.0 (Linux; U; Android 11; DN2101 Build/RP1A.200720.011),1
Dalvik/2.1.0 (Linux; U; Android 11; HD1907 Build/RKQ1.201022.002),1
Dalvik/2.1.0 (Linux; U; Android 11; IN2011 Build/RP1A.201005.001),1
Dalvik/2.1.0 (Linux; U; Android 11; LE2120 Build/RKQ1.201105.002),1
Dalvik/2.1.0 (Linux; U; Android 11; M2003J15SC Build/RP1A.200720.011),1
Dalvik/2.1.0 (Linux; U; Android 11; M2011K2G Build/RKQ1.200928.002),1
Dalvik/2.1.0 (Linux; U; Android 11; M2101K7BI Build/RP1A.200720.011),1
Dalvik/2.1.0 (Linux; U; Android 11; M2101K9AI Build/RKQ1.200826.002),1
Dalvik/2.1.0 (Linux; U; Android 11; moto g(40) fusion Build/RRI31.Q1-42-42-3),1
Dalvik/2.1.0 (Linux; U; Android 11; Nokia 8.1 Build/RKQ1.200906.002),1
Dalvik/2.1.0 (Linux; U; Android 11; Pixel 3a XL Build/RQ3A.210805.001.A1),1
Dalvik/2.1.0 (Linux; U; Android 11; Pixel 4a (5G) Build/RQ3A.210805.001.A1),1
Dalvik/2.1.0 (Linux; U; Android 11; Pixel 4a Build/RQ3A.210705.001),1
Dalvik/2.1.0 (Linux; U; Android 11; Redmi Note 5 Pro Build/RQ2A.210405.005),1
Dalvik/2.1.0 (Linux; U; Android 11; RMX2081 Build/RKQ1.200928.002),1
Dalvik/2.1.0 (Linux; U; Android 11; RMX2101 Build/RKQ1.201217.002),1
Dalvik/2.1.0 (Linux; U; Android 11; RMX2103 Build/RKQ1.201217.002),1
Dalvik/2.1.0 (Linux; U; Android 11; RMX2170 Build/RKQ1.200903.002),1
Dalvik/2.1.0 (Linux; U; Android 11; RMX2180 Build/RP1A.200720.011),1
Dalvik/2.1.0 (Linux; U; Android 11; RMX3081 Build/RKQ1.201112.002),1
Dalvik/2.1.0 (Linux; U; Android 11; RMX3241 Build/RP1A.200720.011),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-A115F Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-A125F Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-A207F Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-A307FN Build/RP1A.200720.012),1
Dalvik/2.1.0 (Linux; U; Android 11; SM-A326B Build/RP1A.200720.012),1
