IP,ytg_refer_date,request_time,ytg_refer_url,tool_req_date,request_time,refer_url,req_URL,RC,req_type,req_tag
14.139.123.36,2021-08-20,13:07:24,https://www.youtube.com/,2021-08-16,22:14:10,https://nanohub.org/,/tools/qwalk,200,tool,qwalk
14.139.128.16,2021-08-30,23:19:55,https://www.youtube.com/,2021-08-24,22:19:11,https://nanohub.org/resources/handsonpinns,/resources/35049/citation?citationFormat=endnote&no_html=1&rev=13,200,tool,35049
14.139.128.16,2021-08-30,23:19:55,https://www.youtube.com/,2021-08-24,22:19:00,,/resources/handsonpinns,200,tool,handsonpinns
14.139.128.43,2021-08-10,09:30:17,https://www.youtube.com/,2021-08-10,00:45:42,https://www.google.com/,/resources/3842,200,tool,3842
14.139.128.43,2021-08-10,09:30:17,https://www.youtube.com/,2021-08-12,01:32:30,https://www.google.com/,/resources/struc2lammpsdf,200,tool,struc2lammpsdf
14.139.128.43,2021-08-10,09:30:17,https://www.youtube.com/,2021-08-30,02:56:26,https://nanohub.org/groups/nemo5distribution,/tools/1dhetero,200,tool,1dhetero
14.139.128.43,2021-08-10,09:30:17,https://www.youtube.com/,2021-08-01,07:42:00,,/tools/tellurium,200,tool,tellurium
14.139.128.43,2021-08-10,09:30:17,https://www.youtube.com/,2021-08-10,00:52:03,https://accounts.google.com/,/tools/ucb_compnano/invoke/845,200,tool,ucb_compnano
14.139.160.230,2021-08-05,23:47:06,https://www.youtube.com/,2021-08-29,21:55:49,https://www.google.com/,/resources/fibstream,200,tool,fibstream
14.139.196.15,2021-08-25,06:15:54,https://www.youtube.com/,2021-08-11,04:37:16,https://www.seriius.org/,/resources/adeptnpt,200,tool,adeptnpt
14.139.196.15,2021-08-25,06:15:54,https://www.youtube.com/,2021-08-11,04:38:00,https://nanohub.org/groups/pv,/resources/tpvtest,200,tool,tpvtest
14.139.196.15,2021-08-25,06:15:54,https://www.youtube.com/,2021-08-14,08:21:00,,/tools/mastmltutorial,200,tool,mastmltutorial
14.139.196.16,2021-08-31,00:16:28,https://www.youtube.com/,2021-08-21,01:10:34,,/resources/crystalviewer,200,tool,crystalviewer
14.139.196.16,2021-08-31,00:16:28,https://www.youtube.com/,2021-08-31,00:16:28,https://www.youtube.com/,/tools/intromllab,200,tool,intromllab
14.139.204.210,2021-08-30,23:29:42,https://www.youtube.com/,2021-08-17,21:34:28,https://www.google.com/,/resources/26958?rev=50,200,tool,26958
14.139.204.210,2021-08-30,23:29:42,https://www.youtube.com/,2021-08-31,23:39:11,https://www.google.com/,/resources/qdot,200,tool,qdot
14.139.204.210,2021-08-30,23:29:42,https://www.youtube.com/,2021-08-23,22:36:18,https://nanohub.org/resources/dftqe,/tools/dftqe/invoke/111,302,tool,dftqe
14.139.240.89,2021-08-16,21:07:18,https://www.youtube.com/,2021-08-07,10:15:20,https://nanohub.org/tools/tftutorials,/resources/tftutorials/supportingdocs,200,tool,tftutorials
14.139.240.89,2021-08-16,21:07:18,https://www.youtube.com/,2021-08-18,01:33:18,https://nanohub.org/tools/vides,/resources/vides/supportingdocs,200,tool,vides
14.139.240.89,2021-08-16,21:07:18,https://www.youtube.com/,2021-08-08,22:24:03,,/tools/matdatarepo/,200,tool,matdatarepo
14.139.240.89,2021-08-16,21:07:18,https://www.youtube.com/,2021-08-06,21:09:14,https://nanohub.org/groups/ml/simulationtools,/tools/mseml,200,tool,mseml
14.139.37.108,2021-08-02,21:53:24,https://www.youtube.com/,2021-08-02,11:31:50,https://www.google.com/,/resources/cnegfmos,200,tool,cnegfmos
14.139.37.108,2021-08-02,21:53:24,https://www.youtube.com/,2021-08-23,21:11:38,https://www.google.com/,/resources/kronigpenneylab,200,tool,kronigpenneylab
14.139.37.108,2021-08-02,21:53:24,https://www.youtube.com/,2021-08-02,11:31:52,https://www.google.com/,/resources/rtdnegf,200,tool,rtdnegf
14.139.50.90,2021-08-14,02:26:31,https://www.youtube.com/watch?v=Yi0DhVxXWPQ&t=10s,2021-08-13,09:27:23,https://nanohub.org/resources/citrinednn/supportingdocs,/resources/citrinednn/supportingdocs,200,tool,citrinednn
141.63.249.190,2021-08-04,08:15:35,https://www.youtube.com/,2021-08-04,08:12:47,https://www.youtube.com/,/tools/intromllab,200,tool,intromllab
141.63.249.190,2021-08-04,08:15:35,https://www.youtube.com/,2021-08-04,08:15:35,https://www.youtube.com/,/tools/jupyter,200,tool,jupyter
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:28:27,https://nanohub.org/members/myaccount,/tools,200,tool,
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:41:28,https://nanohub.org/tools/3datomsmodel/chrome/common/css/wiki.css,/tools/3datomsmodel/chrome/common/css/code.css,200,tool,3datomsmodel
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:41:53,https://nanohub.org/tools/alissatesttool/wiki,/tools/alissatesttool/chrome/common/css/code.css,200,tool,alissatesttool
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:41:53,https://nanohub.org/tools/angiogencc3d/chrome/common/css/wiki.css,/tools/angiogencc3d/chrome/common/css/code.css,200,tool,angiogencc3d
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:51:53,https://proxy.nanohub.org/,/tools/anonymous/stop?sess=1879239,302,tool,anonymous
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:28:51,https://nanohub.org/tools/bayesopt/chrome/common/css/wiki.css,/tools/bayesopt/chrome/common/css/code.css,200,tool,bayesopt
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:48:34,https://nanohub.org/tools/biophotonicsim/session?sess=1879236,/tools/biophotonicsim,200,tool,biophotonicsim
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:41:37,https://nanohub.org/tools/3datomsmodel/roadmap,/tools/images/forge.png,200,tool,images
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:33:49,https://nanohub.org/tools/jupytergpu/chrome/common/css/wiki.css,/tools/jupytergpu/chrome/common/css/code.css,200,tool,jupytergpu
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:33:48,https://nanohub.org/tools/jupyterlab/chrome/common/css/wiki.css,/tools/jupyterlab/chrome/common/css/code.css,200,tool,jupyterlab
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:40:22,https://nanohub.org/tools/jupytermanual/chrome/common/css/wiki.css,/tools/jupytermanual/chrome/common/css/code.css,200,tool,jupytermanual
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:51:30,https://nanohub.org/tools/maml/chrome/common/css/wiki.css,/tools/maml/chrome/common/css/code.css,200,tool,maml
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:50:47,https://nanohub.org/tools/ml4ecg/wiki,/tools/ml4ecg/chrome/common/css/code.css,200,tool,ml4ecg
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:50:45,https://nanohub.org/tools/mlatomprop/chrome/common/css/wiki.css,/tools/mlatomprop/chrome/common/css/code.css,200,tool,mlatomprop
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:50:46,https://nanohub.org/tools/mldefect/chrome/common/css/wiki.css,/tools/mldefect/chrome/common/css/code.css,200,tool,mldefect
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:50:44,https://nanohub.org/tools/mldev/wiki,/tools/mldev/chrome/common/css/code.css,200,tool,mldev
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:50:40,https://nanohub.org/tools/mseml/wiki,/tools/mseml/chrome/common/css/code.css,200,tool,mseml
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:50:40,https://nanohub.org/tools/msemlg/wiki,/tools/msemlg/chrome/common/css/code.css,200,tool,msemlg
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:50:38,https://nanohub.org/tools/nntut/chrome/common/css/wiki.css,/tools/nntut/chrome/common/css/code.css,200,tool,nntut
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:49:45,https://nanohub.org/tools/npshapelab/chrome/common/css/wiki.css,/tools/npshapelab/chrome/common/css/code.css,200,tool,npshapelab
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:49:33,https://nanohub.org/tools/opv/chrome/common/css/wiki.css,/tools/opv/chrome/common/css/code.css,200,tool,opv
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:48:12,https://nanohub.org/tools/parallelcoding/wiki,/tools/parallelcoding/chrome/common/css/code.css,200,tool,parallelcoding
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:48:10,https://nanohub.org/tools/rapp/chrome/common/css/wiki.css,/tools/rapp/chrome/common/css/code.css,200,tool,rapp
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:50:02,https://nanohub.org/tools/soimosfet123/chrome/common/css/wiki.css,/tools/soimosfet123/chrome/common/css/code.css,200,tool,soimosfet123
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:47:55,https://nanohub.org/tools/tightbinding/wiki,/tools/tightbinding/chrome/common/css/code.css,200,tool,tightbinding
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:30:44,https://nanohub.org/tools/workspacegpu/chrome/common/css/wiki.css,/tools/workspacegpu/chrome/common/css/code.css,200,tool,workspacegpu
14.167.101.83,2021-08-25,00:26:25,https://www.youtube.com/,2021-08-25,00:31:01,https://nanohub.org/tools/workspacenovnc/wiki,/tools/workspacenovnc/chrome/common/css/code.css,200,tool,workspacenovnc
143.129.130.171,2021-08-20,06:14:38,https://www.youtube.com/,2021-08-20,06:12:36,https://nanohub.org/tools/jupyter,/resources/jupyter/questions,200,tool,jupyter
143.129.130.171,2021-08-20,06:14:38,https://www.youtube.com/,2021-08-20,06:13:32,https://nanohub.org/tools/intromllab,/tools/intromllab,200,tool,intromllab
143.215.38.173,2021-08-03,15:02:07,https://www.youtube.com/,2021-08-12,14:46:32,https://nanohub.org/resources/netdebugger/about,/resources/license?tool=netdebugger_r51&no_html=1,200,tool,license
143.215.38.173,2021-08-03,15:02:07,https://www.youtube.com/,2021-08-12,14:46:14,https://nanohub.org/resources/netdebugger/supportingdocs,/resources/netdebugger/about,200,tool,netdebugger
143.248.236.135,2021-08-19,03:52:12,https://www.youtube.com/,2021-08-19,03:52:29,https://nanohub.org/resources/11051,/tools/pcpbt,200,tool,pcpbt
144.91.219.23,2021-08-24,11:43:49,https://www.youtube.com/,2021-08-24,11:47:44,https://nanohub.org/resources,/resources/browse,200,tool,browse
144.91.219.23,2021-08-24,11:43:49,https://www.youtube.com/,2021-08-24,11:48:11,https://nanohub.org/resources/browse?search=machine+learning&sortby=date&tag=&type=&limit=20&limitstart=0,/resources/perovmldis,200,tool,perovmldis
150.242.75.144,2021-08-19,02:01:57,https://www.youtube.com/,2021-08-19,02:01:57,https://www.youtube.com/,/tools/mldefect,200,tool,mldefect
152.106.99.148,2021-08-20,10:17:10,https://www.youtube.com/,2021-08-20,10:14:35,https://www.youtube.com/,/tools/intromllab,200,tool,intromllab
152.44.1.201,2021-08-10,05:16:22,https://accounts.youtube.com/,2021-08-10,05:18:13,https://nanohub.org/,/resources/25055,200,tool,25055
152.44.1.201,2021-08-10,05:16:22,https://accounts.youtube.com/,2021-08-10,05:15:14,https://compucell3d.org/,/tools/cc3dbase4x,200,tool,cc3dbase4x
152.8.31.105,2021-08-22,16:04:54,https://accounts.youtube.com/,2021-08-22,16:10:07,https://nanohub.org/resources/struc2lammpsdf,/resources/26958/supportingdocs,200,tool,26958
152.8.31.105,2021-08-22,16:04:54,https://accounts.youtube.com/,2021-08-22,16:02:24,https://www.google.com/,/resources/struc2lammpsdf,200,tool,struc2lammpsdf
153.109.180.171,2021-08-24,02:41:11,https://www.youtube.com/,2021-08-24,02:42:59,,/tools/handsonpinns,200,tool,handsonpinns
155.4.51.214,2021-08-26,13:40:02,https://m.youtube.com/,2021-08-26,13:41:19,,/tools/,200,tool,
155.4.51.214,2021-08-26,13:40:02,https://m.youtube.com/,2021-08-26,13:41:45,,/tools/handsonpinns,200,tool,handsonpinns
155.97.233.181,2021-08-17,21:31:59,https://www.youtube.com/,2021-08-17,12:21:10,https://www.google.com/,/resources/mseml,200,tool,mseml
155.97.233.181,2021-08-17,21:31:59,https://www.youtube.com/,2021-08-17,21:30:51,,/tools/matdatarepo/,200,tool,matdatarepo
155.97.233.181,2021-08-17,21:31:59,https://www.youtube.com/,2021-08-17,21:35:35,https://nanohub.org/tools/mseml/invoke/49,/tools/mseml_r49/session?sess=1876511,302,tool,mseml_r49
156.56.158.82,2021-08-23,12:35:34,https://accounts.youtube.com/,2021-08-19,09:51:28,https://nanohub.org/members/184552/dashboard,/tools/jupyter70,200,tool,jupyter70
156.56.158.82,2021-08-23,12:35:34,https://accounts.youtube.com/,2021-08-23,13:11:36,https://nanohub.org/members/myaccount,/tools/workspace,200,tool,workspace
157.39.147.141,2021-08-13,07:12:32,https://www.youtube.com/,2021-08-13,07:12:32,https://www.youtube.com/,/tools/citrinednn,200,tool,citrinednn
157.41.29.69,2021-08-12,16:30:20,https://www.youtube.com/,2021-08-12,17:15:45,https://www.google.com/,/resources/pnjunctionlab,200,tool,pnjunctionlab
157.41.29.69,2021-08-12,16:30:20,https://www.youtube.com/,2021-08-12,17:53:48,https://nanohub.org/members/322370/dashboard,/tools/abacus,200,tool,abacus
157.41.29.69,2021-08-12,16:30:20,https://www.youtube.com/,2021-08-12,17:58:40,https://nanohub.org/tools/abacus/invoke/36,/tools/abacus_r36/session?sess=1875344,200,tool,abacus_r36
157.41.29.69,2021-08-12,16:30:20,https://www.youtube.com/,2021-08-12,17:11:05,https://nanohub.org/resources/tools?view=tags,/tools/create,200,tool,create
157.41.29.69,2021-08-12,16:30:20,https://www.youtube.com/,2021-08-12,17:56:04,https://nanohub.org/tools/abacus/invoke/36,/tools/pnjunctionlab_r18/stop?sess=1875338,302,tool,pnjunctionlab_r18
157.41.29.69,2021-08-12,16:30:20,https://www.youtube.com/,2021-08-12,16:52:27,https://nanohub.org/resources/ucb_compnano,/tools/ucb_compnano/invoke/845,302,tool,ucb_compnano
157.49.159.45,2021-08-02,21:55:37,https://www.youtube.com/,2021-08-02,21:55:37,https://www.youtube.com/,/tools/citrinednn,200,tool,citrinednn
160.39.59.117,2021-08-15,00:34:15,https://www.youtube.com/,2021-08-15,00:34:15,https://www.youtube.com/,/tools/intromllab,200,tool,intromllab
1.6.122.81,2021-08-06,09:52:32,https://www.youtube.com/,2021-08-09,20:15:37,https://www.google.com/,/resources/thermo,200,tool,thermo
1.6.122.81,2021-08-06,09:52:32,https://www.youtube.com/,2021-08-06,10:04:33,https://nanohub.org/resources/32323,/tools/mseml,200,tool,mseml
171.240.178.154,2021-08-21,05:38:28,https://www.youtube.com/,2021-08-21,01:05:21,https://nanohub.org//,/resources/nanoconfinement/,200,tool,nanoconfinement
171.240.178.154,2021-08-21,05:38:28,https://www.youtube.com/,2021-08-21,01:09:25,https://nanohub.org/groups/materials/simulation_tools/macroscale_tools,/resources/purdueme323,200,tool,purdueme323
171.240.178.154,2021-08-21,05:38:28,https://www.youtube.com/,2021-08-21,00:34:20,https://nanohub.org/wiki/QDotLab,/resources/qdot,200,tool,qdot
171.240.178.154,2021-08-21,05:38:28,https://www.youtube.com/,2021-08-21,01:17:53,https://nanohub.org/groups/characterization/characterization_simulation_tools,/resources/veda,200,tool,veda
171.240.178.154,2021-08-21,05:38:28,https://www.youtube.com/,2021-08-21,01:06:11,https://nanohub.org//,/tools/mavelp,200,tool,mavelp
171.240.178.154,2021-08-21,05:38:28,https://www.youtube.com/,2021-08-21,01:17:59,https://nanohub.org/groups/materials/materials_courses,/tools/mseml/,200,tool,mseml
171.240.178.154,2021-08-21,05:38:28,https://www.youtube.com/,2021-08-21,01:05:54,https://nanohub.org//,/tools/npshapelab,200,tool,npshapelab
172.104.111.142,2021-08-17,16:24:16,https://www.youtube.com/,2021-08-17,16:26:46,https://nanohub.org/resources/imagesegment/usage,/resources/imagesegment/citations,200,tool,imagesegment
174.115.62.158,2021-08-03,20:19:06,https://www.youtube.com/,2021-08-10,21:10:47,https://proxy.nanohub.org/,/resources/jupyter,200,tool,jupyter
174.115.62.158,2021-08-03,20:19:06,https://www.youtube.com/,2021-08-03,20:32:17,https://www.youtube.com/,/tools/intromllab,200,tool,intromllab
174.127.219.143,2021-08-21,17:08:33,https://www.youtube.com/,2021-08-28,04:35:44,https://www.google.com/,/resources/10913,200,tool,10913
174.127.219.143,2021-08-21,17:08:33,https://www.youtube.com/,2021-08-28,04:36:22,https://nanohub.org/login?primary=hubzero&reset=1&return=L3Rvb2xzL2FkZXB0bnB0L2ludm9rZS8xNTE=,/tools/adeptnpt/invoke/151,200,tool,adeptnpt
174.248.236.87,2021-08-23,08:39:45,https://accounts.youtube.com/,2021-08-23,08:39:03,,/resources/tellurium,200,tool,tellurium
175.136.43.60,2021-08-10,10:59:40,https://www.youtube.com/,2021-08-10,10:59:40,https://www.youtube.com/,/tools/imagesegment,200,tool,imagesegment
176.199.210.241,2021-08-09,12:27:57,https://www.youtube.com/,2021-08-08,04:53:34,https://nanohub.org/tools/citrinednn,/resources/citrinednn/usage,200,tool,citrinednn
176.234.9.198,2021-08-06,23:26:02,https://www.youtube.com/,2021-08-06,23:23:52,https://www.google.com/,/resources/mseml,200,tool,mseml
176.234.9.198,2021-08-06,23:26:02,https://www.youtube.com/,2021-08-06,23:26:39,https://nanohub.org/login?primary=hubzero&reset=1&return=L3Rvb2xzL2ludHJvbWxsYWI=,/tools/intromllab,200,tool,intromllab
176.59.41.205,2021-08-30,15:03:36,https://www.youtube.com/,2021-08-30,15:06:18,https://www.youtube.com/,/tools/intromllab,200,tool,intromllab
176.59.41.205,2021-08-30,15:03:36,https://www.youtube.com/,2021-08-30,15:03:36,https://www.youtube.com/,/tools/jupyter,200,tool,jupyter
178.164.249.34,2021-08-18,03:31:35,https://www.youtube.com/,2021-08-18,03:31:35,https://www.youtube.com/,/tools/imagesegment,200,tool,imagesegment
180.150.80.58,2021-08-12,05:35:57,https://www.youtube.com/,2021-08-12,04:59:22,,/tools/youngsmod,200,tool,youngsmod
182.216.224.92,2021-08-05,16:38:01,https://www.youtube.com/,2021-08-07,16:18:01,https://www.google.com/,/resources/barefoot,200,tool,barefoot
182.216.224.92,2021-08-05,16:38:01,https://www.youtube.com/,2021-08-08,01:43:46,https://www.google.com/,/resources/mseml,200,tool,mseml
182.216.224.92,2021-08-05,16:38:01,https://www.youtube.com/,2021-08-13,19:51:04,,/resources/nanonet,200,tool,nanonet
186.249.146.163,2021-08-17,14:01:33,https://www.youtube.com/,2021-08-17,13:54:04,https://nanohub.org/resources/handsonpinns/supportingdocs,/resources/handsonpinns/about,200,tool,handsonpinns
186.249.146.163,2021-08-17,14:01:33,https://www.youtube.com/,2021-08-17,17:42:47,https://nanohub.org/tools/mseml,/resources/mseml/usage,200,tool,mseml
187.3.221.77,2021-08-20,07:46:11,https://www.youtube.com/,2021-08-20,07:06:43,https://www.google.com/,/resources/mseml,200,tool,mseml
187.3.221.77,2021-08-20,07:46:11,https://www.youtube.com/,2021-08-20,09:43:37,,/tools/intromllab,200,tool,intromllab
188.233.216.181,2021-08-20,08:39:07,https://www.youtube.com/,2021-08-20,08:39:25,https://nanohub.org/resources/imagesegment/usage,/resources/imagesegment/about,200,tool,imagesegment
188.76.14.128,2021-08-27,04:56:28,https://www.youtube.com/,2021-08-19,22:46:33,https://nanohub.org/,/resources/30961?rev=41,200,tool,30961
188.76.14.128,2021-08-27,04:56:28,https://www.youtube.com/,2021-08-19,05:48:16,https://www.google.com/,/resources/agpvsim,200,tool,agpvsim
190.138.122.171,2021-08-13,13:01:14,https://www.youtube.com/,2021-08-13,13:03:32,https://www.google.com/,/resources/citrinetools,200,tool,citrinetools
190.138.122.171,2021-08-13,13:01:14,https://www.youtube.com/,2021-08-13,13:01:14,https://www.youtube.com/,/tools/jupyter,200,tool,jupyter
190.43.183.169,2021-08-26,04:23:19,https://www.youtube.com/,2021-08-26,19:45:58,https://nanohub.org/tools/imagesegment,/resources/34585/supportingdocs,200,tool,34585
190.43.183.169,2021-08-26,04:23:19,https://www.youtube.com/,2021-08-26,19:46:35,https://nanohub.org/resources/imagesegment/usage,/resources/imagesegment/about,200,tool,imagesegment
191.183.100.191,2021-08-29,11:17:07,https://www.youtube.com/,2021-08-30,16:39:50,https://www.google.com/,/resources/handsonpinns,200,tool,handsonpinns
191.240.13.196,2021-08-12,19:08:27,https://www.youtube.com/,2021-08-12,15:56:39,,/resources/handsonpinns,200,tool,handsonpinns
191.82.25.193,2021-08-13,13:24:08,https://www.youtube.com/,2021-08-12,08:06:05,https://nanohub.org/wiki/aqme2,/resources/bsclab,200,tool,bsclab
191.82.25.193,2021-08-13,13:24:08,https://www.youtube.com/,2021-08-12,08:04:19,https://nanohub.org/wiki/aqme2,/resources/rtd,200,tool,rtd
192.174.37.51,2021-08-10,15:10:05,https://www.youtube.com/watch?v=o9JaZGWekWQ,2021-08-27,12:52:09,https://nanohub.org/search?terms=adept,/resources/adeptnpt,200,tool,adeptnpt
192.174.37.51,2021-08-10,15:10:05,https://www.youtube.com/watch?v=o9JaZGWekWQ,2021-08-27,12:19:17,https://nanohub.org/search?terms=contourpv,/resources/contourpv,200,tool,contourpv
192.174.37.51,2021-08-10,15:10:05,https://www.youtube.com/watch?v=o9JaZGWekWQ,2021-08-02,13:20:41,https://www.pvlighthouse.com.au/,/resources/pvanalyzer,200,tool,pvanalyzer
192.91.235.243,2021-08-01,18:29:24,https://www.youtube.com/,2021-08-01,18:32:56,https://nanohub.org/tools/handsonpinns,/resources/35049/supportingdocs,200,tool,35049
192.91.235.243,2021-08-01,18:29:24,https://www.youtube.com/,2021-08-01,18:32:24,,/tools/handsonpinns,200,tool,handsonpinns
193.190.253.145,2021-08-30,13:28:47,https://www.youtube.com/redirect?event=video_description&redir_token=QUFFLUhqblRPdkIweHEwOHl5OWQtOUtpY1c0RjFNTWRDZ3xBQ3Jtc0trVm9Vc3RGZnhqR3FkZlB1enZFb0doLWlGQmNlbWNoalN0UHNON0cxZWFEZ3I5NnozZzMzaGRaVGRybnJ5UnBZTjlueURzeHp1cXFjampqa0Rya1dfT3NFbVQxeWE1aVc0bmtTR01kMC15RzVUVTJOYw&q=https%3A%2F%2Fnanohub.org%2Fcourses%2Fite,2021-08-11,01:21:45,https://www.google.com/,/resources/moscap,200,tool,moscap
193.190.253.145,2021-08-30,13:28:47,https://www.youtube.com/redirect?event=video_description&redir_token=QUFFLUhqblRPdkIweHEwOHl5OWQtOUtpY1c0RjFNTWRDZ3xBQ3Jtc0trVm9Vc3RGZnhqR3FkZlB1enZFb0doLWlGQmNlbWNoalN0UHNON0cxZWFEZ3I5NnozZzMzaGRaVGRybnJ5UnBZTjlueURzeHp1cXFjampqa0Rya1dfT3NFbVQxeWE1aVc0bmtTR01kMC15RzVUVTJOYw&q=https%3A%2F%2Fnanohub.org%2Fcourses%2Fite,2021-08-10,06:46:47,https://www.google.com/,/resources/polymod,200,tool,polymod
193.255.53.110,2021-08-18,08:17:32,https://www.youtube.com/,2021-08-11,06:33:22,https://nanohub.org/members/319542/dashboard,/tools/struct2lammps,200,tool,struct2lammps
195.246.47.50,2021-08-02,06:13:45,https://www.youtube.com/,2021-08-02,06:20:47,,/resources/17665,200,tool,17665
195.246.47.50,2021-08-02,06:13:45,https://www.youtube.com/,2021-08-28,05:52:24,https://nanohub.org/resources/nwabsorption,/resources/20977/citation?citationFormat=endnote&no_html=1&rev=28,200,tool,20977
195.246.47.50,2021-08-02,06:13:45,https://www.youtube.com/,2021-08-28,05:50:38,https://nanohub.org/resources/extcs,/resources/34042/about,200,tool,34042
195.246.47.50,2021-08-02,06:13:45,https://www.youtube.com/,2021-08-16,02:30:23,https://nanohub.org/tags/miescattering,/resources/extcs,200,tool,extcs
195.246.47.50,2021-08-02,06:13:45,https://www.youtube.com/,2021-08-16,02:39:36,https://nanohub.org/tags/miescattering,/resources/nwabsorption,200,tool,nwabsorption
195.246.47.50,2021-08-02,06:13:45,https://www.youtube.com/,2021-08-02,06:21:10,https://nanohub.org/login?return=L3Rvb2xzL2RkYS9pbnZva2UvMjQ5,/tools/dda/invoke/249,302,tool,dda
195.246.47.50,2021-08-02,06:13:45,https://www.youtube.com/,2021-08-02,06:30:58,https://nanohub.org/members/myaccount,/tools/dftqe,200,tool,dftqe
195.246.47.50,2021-08-02,06:13:45,https://www.youtube.com/,2021-08-16,02:40:39,https://nanohub.org/tools/nwabsorption/invoke/28,/tools/extcs_r41/session?sess=1876001,200,tool,extcs_r41
195.246.47.50,2021-08-02,06:13:45,https://www.youtube.com/,2021-08-16,02:41:16,https://nanohub.org/tools/nwabsorption/invoke/28,/tools/nwabsorption_r28/session?sess=1876000,200,tool,nwabsorption_r28
196.77.0.124,2021-08-23,17:06:09,https://www.youtube.com/,2021-08-23,17:11:03,https://www.google.com/,/resources/handsonpinns,200,tool,handsonpinns
197.2.34.90,2021-08-10,15:40:23,https://www.youtube.com/,2021-08-10,16:26:39,https://nanohub.org/resources/tools,/tools/dftmatprop/invoke/62,302,tool,dftmatprop
197.2.34.90,2021-08-10,15:40:23,https://www.youtube.com/,2021-08-10,16:18:30,https://nanohub.org/resources/tools,/tools/mastmltutorial/invoke/11,302,tool,mastmltutorial
197.2.34.90,2021-08-10,15:40:23,https://www.youtube.com/,2021-08-10,16:53:38,https://nanohub.org/tools/matsimtk/invoke/68,/tools/mastmltutorial_r11/stop?sess=1874704,302,tool,mastmltutorial_r11
197.2.34.90,2021-08-10,15:40:23,https://www.youtube.com/,2021-08-10,16:53:19,https://nanohub.org/resources/tools,/tools/matsimtk/invoke/68,200,tool,matsimtk
197.2.34.90,2021-08-10,15:40:23,https://www.youtube.com/,2021-08-10,17:01:26,https://nanohub.org/resources/tools,/tools/mseml/invoke/49,302,tool,mseml
198.102.151.241,2021-08-12,15:36:47,https://accounts.youtube.com/,2021-08-13,06:49:01,https://nanohub.org/resources/fibstream/versions,/resources/24027?rev=24,200,tool,24027
198.102.151.241,2021-08-12,15:36:47,https://accounts.youtube.com/,2021-08-12,15:33:58,https://www.google.com/,/resources/fibstream,200,tool,fibstream
198.102.151.241,2021-08-12,15:36:47,https://accounts.youtube.com/,2021-08-13,06:46:41,https://nanohub.org/tools/filelist?tmpl=component,/tools/deletefile?file=.ratpoison_history&listdir=&tmpl=component,200,tool,deletefile
198.102.151.241,2021-08-12,15:36:47,https://accounts.youtube.com/,2021-08-12,15:50:11,https://nanohub.org/tools/fibstream/invoke/24,/tools/fibstream_r24/stop?sess=1875319,302,tool,fibstream_r24
198.102.151.241,2021-08-12,15:36:47,https://accounts.youtube.com/,2021-08-13,06:46:35,https://nanohub.org/tools/filelist?tmpl=component&listdir=/data/sessions/1875321,/tools/filelist?tmpl=component,200,tool,filelist
198.102.151.241,2021-08-12,15:36:47,https://accounts.youtube.com/,2021-08-13,06:45:53,https://nanohub.org/members/334963/dashboard,/tools/storage,200,tool,storage
199.247.40.59,2021-08-06,02:26:09,https://www.youtube.com/,2021-08-06,02:26:09,https://www.youtube.com/,/tools/mastmltutorial,200,tool,mastmltutorial
